X_Value,Y_Value
1123,53.54795837
1124,53.54197311
1125,53.53275681
1126,53.52015305
1127,53.50400925
1128,53.48416901
1129,53.46048355
1130,53.43279648
1131,53.40094757
1132,53.36479187
1133,53.32417297
1134,53.27893066
1135,53.22891998
1136,53.17398071
1137,53.11396408
1138,53.04870987
1139,52.97806549
1140,52.90188217
1141,52.81999969
1142,52.73232269
1143,52.63896179
1144,52.54009247
1145,52.43588257
1146,52.32650375
1147,52.21212006
1148,52.09290695
1149,51.96903229
1150,51.84066772
1151,51.70798111
1152,51.5711441
1153,51.43032837
1154,51.28569794
1155,51.13742828
1156,50.98568344
1157,50.83063889
1158,50.67246628
1159,50.51132965
1160,50.34740067
1161,50.18084717
1162,50.01184845
1163,49.84056473
1164,49.66716766
1165,49.49182892
1166,49.31472015
1167,49.13600922
1168,48.95586395
1169,48.77445984
1170,48.59196091
1171,48.40854263
1172,48.22436905
1173,48.03961182
1174,47.85444641
1175,47.66903687
1176,47.48355484
1177,47.29816818
1178,47.11305237
1179,46.92837143
1180,46.74429703
1181,46.56100082
1182,46.37865448
1183,46.19742203
1184,46.01747513
1185,45.83898926
1186,45.66212845
1187,45.48706436
1188,45.31396484
1189,45.14300537
1190,44.97434998
1191,44.80817413
1192,44.64464188
1193,44.48392868
1194,44.32620239
1195,44.17163086
1196,44.02038574
1197,43.87263489
1198,43.72855377
1199,43.58830643
1200,43.45206451
1201,43.31999969
1202,43.19224167
1203,43.06876755
1204,42.94950867
1205,42.83440018
1206,42.72338486
1207,42.61639023
1208,42.51335526
1209,42.4142189
1210,42.31890869
1211,42.2273674
1212,42.13953018
1213,42.05532837
1214,41.97470093
1215,41.89758301
1216,41.82390976
1217,41.75361633
1218,41.68663788
1219,41.62291336
1220,41.56237411
1221,41.50495911
1222,41.45059967
1223,41.39923859
1224,41.35080338
1225,41.30523682
1226,41.26246643
1227,41.22243881
1228,41.18507767
1229,41.15032959
1230,41.1181221
1231,41.08839417
1232,41.06107712
1233,41.03611374
1234,41.01343918
1235,40.99298096
1236,40.97468185
1237,40.95847702
1238,40.94430161
1239,40.93208694
1240,40.921772
1241,40.91329575
1242,40.90658569
1243,40.90158463
1244,40.89822769
1245,40.89644623
1246,40.8961792
1247,40.89736176
1248,40.89992523
1249,40.90381241
1250,40.90895462
1251,40.91528702
1252,40.92274857
1253,40.93127441
1254,40.9407959
1255,40.95125198
1256,40.96257782
1257,40.97470856
1258,40.98758316
1259,41.00112915
1260,41.01528931
1261,41.02999878
1262,41.04519272
1263,41.06080246
1264,41.0767746
1265,41.09304428
1266,41.10954666
1267,41.12621689
1268,41.14299774
1269,41.15982819
1270,41.17663956
1271,41.19337082
1272,41.20996475
1273,41.22635269
1274,41.24247742
1275,41.25827026
1276,41.27367401
1277,41.28862381
1278,41.30305862
1279,41.31691742
1280,41.33013535
1281,41.34264755
1282,41.35439682
1283,41.36531448
1284,41.37534714
1285,41.3844223
1286,41.39248657
1287,41.39947128
1288,41.4053154
1289,41.40995789
1290,41.41333389
1291,41.4153862
1292,41.41604614
1293,41.41525269
1294,41.41294861
1295,41.40906525
1296,41.40354156
1297,41.39631653
1298,41.3873291
1299,41.37651062
1300,41.36380768
1301,41.3491478
1302,41.33247757
1303,41.31373215
1304,41.29284286
1305,41.26975632
1306,41.24440384
1307,41.2167244
1308,41.18665695
1309,41.15414047
1310,41.11910629
1311,41.08150101
1312,41.04125214
1313,40.99830627
1314,40.95259476
1315,40.90405655
1316,40.85263443
1317,40.79825592
1318,40.74086761
1319,40.68040466
1320,40.61680222
1321,40.54999924
1322,40.47995377
1323,40.40671921
1324,40.3303566
1325,40.25093842
1326,40.16853333
1327,40.08321381
1328,39.99504089
1329,39.9040947
1330,39.81043625
1331,39.71413803
1332,39.61526489
1333,39.51389313
1334,39.41008759
1335,39.30391693
1336,39.19544983
1337,39.08475876
1338,38.97190857
1339,38.85697174
1340,38.74001694
1341,38.62111282
1342,38.50032806
1343,38.37773514
1344,38.25339508
1345,38.12738419
1346,37.99977112
1347,37.87062073
1348,37.74000549
1349,37.60799408
1350,37.47465515
1351,37.34006119
1352,37.20427322
1353,37.06736755
1354,36.92941284
1355,36.79047394
1356,36.65062332
1357,36.50992966
1358,36.36846161
1359,36.22628784
1360,36.08348083
1361,35.94010162
1362,35.79623032
1363,35.65192795
1364,35.507267
1365,35.36231232
1366,35.2171402
1367,35.07181549
1368,34.92640686
1369,34.78098297
1370,34.6356163
1371,34.49037552
1372,34.34532547
1373,34.20053864
1374,34.05608368
1375,33.91202927
1376,33.76844788
1377,33.62540436
1378,33.48296738
1379,33.34120941
1380,33.20019531
1381,33.06000137
1382,32.920681
1383,32.78226852
1384,32.64478302
1385,32.50825119
1386,32.37268448
1387,32.2381134
1388,32.10455704
1389,31.97203445
1390,31.84057045
1391,31.710186
1392,31.58090019
1393,31.45273781
1394,31.32571793
1395,31.19986534
1396,31.07519722
1397,30.95173836
1398,30.82950974
1399,30.70853043
1400,30.58882523
1401,30.47041512
1402,30.35332108
1403,30.23756409
1404,30.12316704
1405,30.01015091
1406,29.89853477
1407,29.78834534
1408,29.67959976
1409,29.57232094
1410,29.46653175
1411,29.36225128
1412,29.25950241
1413,29.15830803
1414,29.05868912
1415,28.96066475
1416,28.86425972
1417,28.7694931
1418,28.67638779
1419,28.58496475
1420,28.49524689
1421,28.40725327
1422,28.32100868
1423,28.2365303
1424,28.15384483
1425,28.07297134
1426,27.99393082
1427,27.91674423
1428,27.84143448
1429,27.76802444
1430,27.6965332
1431,27.62698364
1432,27.55939484
1433,27.49379349
1434,27.43019676
1435,27.36862755
1436,27.30910873
1437,27.25165939
1438,27.19630051
1439,27.14305878
1440,27.09194946
