X_Value,Y_Value
1361,120260.1629
1362,120280.7808
1363,120301.6775
1364,120322.7688
1365,120343.9706
1366,120365.1989
1367,120386.3695
1368,120407.3983
1369,120428.2013
1370,120448.6942
1371,120468.793
1372,120488.4137
1373,120507.4719
1374,120525.8838
1375,120543.5651
1376,120560.4318
1377,120576.3997
1378,120591.3847
1379,120605.3028
1380,120618.0698
1381,120629.6016
1382,120639.8141
1383,120648.6231
1384,120655.9447
1385,120661.6946
1386,120665.7888
1387,120668.1431
1388,120668.6735
1389,120667.2958
1390,120663.926
1391,120658.4798
1392,120650.8733
1393,120641.0223
1394,120628.8427
1395,120614.2503
1396,120597.1611
1397,120577.491
1398,120555.1559
1399,120530.0716
1400,120502.154
1401,120471.3191
1402,120437.4827
1403,120400.5607
1404,120360.469
1405,120317.1235
1406,120270.4401
1407,120220.3347
1408,120166.7232
1409,120109.5214
1410,120048.6452
1411,119984.0107
1412,119915.5335
1413,119843.1297
1414,119766.7151
1415,119686.2056
1416,119601.5171
1417,119512.5654
1418,119419.2666
1419,119321.5365
1420,119219.2909
1421,119112.4458
1422,119000.917
1423,118884.6204
1424,118763.472
1425,118637.3876
1426,118506.2832
1427,118370.0745
1428,118228.6775
1429,118082.0081
1430,117929.9822
1431,117772.5157
1432,117609.5244
1433,117440.9243
1434,117266.6312
1435,117086.561
1436,116900.6297
1437,116708.7531
1438,116510.8471
1439,116306.8276
1440,116096.6105
