Z_Value,X_Value,Y_Value
38.13705598,732,33.52680969
38.06471638,733,33.50862885
37.9915953,734,33.49173355
37.91776691,735,33.4760704
37.84330539,736,33.46157837
37.76828493,737,33.44820786
37.69277968,738,33.43590164
37.61686384,739,33.42460251
37.54061156,740,33.41425323
37.46409704,741,33.40480423
37.38739443,742,33.39619446
37.31057793,743,33.38837051
37.2337217,744,33.38127899
37.15689992,745,33.37485886
37.08018676,746,33.36906052
37.0036564,747,33.36382294
36.92738301,748,33.35909271
36.85144077,749,33.35481644
36.77590386,750,33.35093689
36.70084645,751,33.34740067
36.62634271,752,33.34414673
36.55246682,753,33.34112167
36.47929295,754,33.33827591
36.40689529,755,33.33554459
36.335348,756,33.33287811
36.26472526,757,33.33021927
36.19510125,758,33.32751465
36.12655014,759,33.32470322
36.0591461,760,33.32173538
35.99296331,761,33.31855011
35.92807595,762,33.31509781
35.86455819,763,33.31132126
35.80248421,764,33.30715942
35.74192818,765,33.30256271
35.68296428,766,33.29747391
35.62566667,767,33.2918396
35.57010955,768,33.28559875
35.51636707,769,33.27869797
35.46451343,770,33.27108383
35.41462278,771,33.26269913
35.36676932,772,33.25349045
35.3210272,773,33.24340057
35.27747061,774,33.23237228
35.23617373,775,33.22035217
35.19721073,776,33.20728683
35.16065577,777,33.19311523
35.12658305,778,33.17778397
35.09506673,779,33.16123962
35.06618099,780,33.14342499
35.04,781,33.12428284
35.0165807,782,33.10377884
34.99591106,783,33.08195114
34.97796179,784,33.05884933
34.96270364,785,33.03453445
34.95010732,786,33.00905609
34.94014357,787,32.98247528
34.9327831,788,32.95484161
34.92799665,789,32.92621613
34.92575494,790,32.89665222
34.92602871,791,32.86619949
34.92878866,792,32.83492279
34.93400554,793,32.80286789
34.94165007,794,32.77009964
34.95169298,795,32.73666382
34.96410499,796,32.70262146
34.97885682,797,32.66802597
34.99591922,798,32.63293076
35.01526289,799,32.59739685
35.03685858,800,32.56147385
35.060677,801,32.52521896
35.08668889,802,32.48868561
35.11486496,803,32.45193481
35.14517595,804,32.41501617
35.17759259,805,32.37798691
35.21208559,806,32.34090042
35.24862569,807,32.30381393
35.28718361,808,32.26678085
35.32773008,809,32.2298584
35.37023583,810,32.19310379
35.41467158,811,32.15656662
35.46100807,812,32.12030411
35.509216,813,32.08437347
35.55926613,814,32.04883194
35.61112916,815,32.0137291
35.66477583,816,31.97912216
35.72017686,817,31.94506836
35.77730298,818,31.91162109
35.83612492,819,31.87883568
35.8966134,820,31.84676743
35.95873915,821,31.81547165
36.0224729,822,31.78500557
36.08778537,823,31.75542068
36.15464729,824,31.72677422
36.22302939,825,31.69912338
36.29290239,826,31.67251968
36.36423702,827,31.64702034
36.43700401,828,31.62267876
36.51117408,829,31.59955406
36.58671797,830,31.57769775
36.66360639,831,31.55716705
36.74181007,832,31.53801537
36.82129975,833,31.52029991
36.90204614,834,31.504076
36.98401997,835,31.48939705
37.06719198,836,31.47631836
37.15153288,837,31.46489716
37.23701341,838,31.45518684
37.32360429,839,31.44724274
37.41127624,840,31.44112206
37.5,841,31.4368782
37.58974707,842,31.43454933
37.68049209,843,31.43410873
37.77221048,844,31.43551254
37.86487765,845,31.43871307
37.95846902,846,31.44366837
38.05296002,847,31.45033264
38.14832605,848,31.45866203
38.24454255,849,31.46861076
38.34158491,850,31.48013496
38.43942857,851,31.49318886
38.53804895,852,31.50773048
38.63742145,853,31.52371216
38.7375215,854,31.54109001
38.83832451,855,31.55982018
38.93980591,856,31.57985878
39.04194111,857,31.60115814
39.14470553,858,31.6236763
39.24807459,859,31.64736938
39.3520237,860,31.67218971
39.45652829,861,31.69809341
39.56156377,862,31.72503662
39.66710556,863,31.75297546
39.77312908,864,31.78186417
39.87960974,865,31.81165886
39.98652297,866,31.84231377
40.09384418,867,31.87378311
40.2015488,868,31.90602684
40.30961223,869,31.93899536
40.41800989,870,31.97264671
40.52671722,871,32.00693512
40.63570961,872,32.04181671
40.7449625,873,32.07724762
40.85445129,874,32.11317825
40.96415141,875,32.14957047
41.07403828,876,32.18637848
41.18408731,877,32.22355652
41.29427392,878,32.26105499
41.40457354,879,32.29883575
41.51496156,880,32.33685303
41.62541343,881,32.37506104
41.73590455,882,32.413414
41.84641033,883,32.45186996
41.95690621,884,32.49038315
42.0673676,885,32.52890778
42.17776991,886,32.56740189
42.28808857,887,32.60581589
42.39829899,888,32.64411163
42.50837659,889,32.68223953
42.61829679,890,32.72015381
42.728035,891,32.75781631
42.83756665,892,32.79517746
42.94686715,893,32.83219147
43.05591192,894,32.86882019
43.16467638,895,32.90501022
43.27313594,896,32.94072342
43.38126603,897,32.975914
43.48904206,898,33.01053619
43.59643946,899,33.04454422
43.70343363,900,33.07789612
43.81,901,33.11054611
43.91611986,902,33.14246368
44.02179799,903,33.17368317
44.12704504,904,33.20425415
44.23187169,905,33.2342186
44.33628857,906,33.26363373
44.44030635,907,33.2925415
44.54393569,908,33.32099533
44.64718724,909,33.34903717
44.75007165,910,33.37672043
44.85259959,911,33.40409088
44.95478171,912,33.43119812
45.05662866,913,33.45808792
45.15815112,914,33.48481369
45.25935972,915,33.51141739
45.36026512,916,33.53795242
45.460878,917,33.56446457
45.56120899,918,33.59100342
45.66126876,919,33.61761475
45.76106796,920,33.64435196
45.86061725,921,33.67125702
45.95992729,922,33.69838333
46.05900873,923,33.72577667
46.15787223,924,33.75348663
46.25652845,925,33.78155899
46.35498804,926,33.81004715
46.45326165,927,33.83899307
46.55135996,928,33.86845016
46.64929361,929,33.8984642
46.74707325,930,33.92908096
46.84470955,931,33.96035385
46.94221317,932,33.99233246
47.03959475,933,34.02505493
47.13686496,934,34.05858231
47.23403444,935,34.09295273
47.33111387,936,34.12822342
47.4281139,937,34.16443253
47.52504517,938,34.20163727
47.62191835,939,34.23988342
47.7187441,940,34.27921677
47.81553307,941,34.31968689
47.91229591,942,34.36133957
48.00904329,943,34.40422821
48.10578586,944,34.4484024
48.20253428,945,34.49390411
48.2992992,946,34.54078293
48.39609129,947,34.58908844
48.49292119,948,34.63887024
48.58979956,949,34.69017792
48.68673707,950,34.74305344
48.78374436,951,34.79755402
48.88083209,952,34.8537178
48.97801093,953,34.91160202
49.07529152,954,34.97124863
49.17268453,955,35.03271103
49.2702006,956,35.09603119
49.3678504,957,35.16126633
49.46564459,958,35.22845459
49.56359381,959,35.2976532
49.66170873,960,35.36890411
49.76,961,35.44226074
49.85846716,962,35.51776123
49.95706522,963,35.5954361
50.05573809,964,35.67529297
50.15442968,965,35.75736237
50.25308387,966,35.84165573
50.35164457,967,35.92819214
50.45005568,968,36.01699066
50.54826111,969,36.10807037
50.64620474,970,36.20145416
50.74383048,971,36.29714966
50.84108223,972,36.39518738
50.93790389,973,36.49557495
51.03423937,974,36.5983429
51.13003255,975,36.70349884
51.22522734,976,36.81106567
51.31976765,977,36.92106247
51.41359736,978,37.03350449
51.50666039,979,37.14841461
51.59890062,980,37.26581192
51.69026197,981,37.38571167
51.78068833,982,37.50813293
51.8701236,983,37.63309479
51.95851168,984,37.7606163
52.04579647,985,37.89071274
52.13192188,986,38.02340698
52.21683179,987,38.15871429
52.30047012,988,38.29665756
52.38278076,989,38.43725204
52.46370761,990,38.580513
52.54319457,991,38.72646713
52.62118555,992,38.87512589
52.69762444,993,39.02651215
52.77245513,994,39.18064117
52.84562155,995,39.33753204
52.91706757,996,39.49720383
52.98673711,997,39.65967941
53.05457406,998,39.82497025
53.12052232,999,39.99309921
